Lead PI,Ad ID,Media Agency,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71682598,Online Search,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71682698,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71682798,Online Search,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71682899,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71683100,Online Search,Web
Treadclimber,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71683101,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71683200,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71683201,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71683202,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71683400,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM37148 dosg2dsl12,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71683502,Online Search,Web
Bowflex Max Trainer,CAM51623 LMN*N60*M350CTIC,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71683602,Short Form,Call Center Internal
Treadclimber,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71683603,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71683703,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37148 dosg2dsl12,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71683805,Online Search,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71683904,Online Shopping,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71684005,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71684106,Online Search,Call Center Internal
Results Treadmill,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71684107,Online Search,Web
Treadclimber,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71684208,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71684612,Electronic - UnSourced,Web
Bowflex HVT,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71684713,Online Search,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71684814,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71684914,Online Shopping,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71685015,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71685116,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71685217,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71685317,Online Search,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71685417,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71685519,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71685520,Online Search,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71685619,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71685719,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71685819,Online Shopping,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71685919,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50808 DOFG2HFEED1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71685920,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM30796 SAWDOSG2G,Internal,,8/15/2017,8/14/2017,71686220,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,,8/15/2017,8/14/2017,71686221,Online Search,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71686225,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM51677 ATBSN60*M350STIC,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71686326,Short Form,Call Center Internal
Bowflex Home Gyms,CAM50802 DODG2HDL2,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71686327,Online Display,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71686427,Electronic - Short Form,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71686628,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71686829,Online Search,Web
Bowflex Max Trainer,CAM45042 SAWDOFBIE,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71686929,Online Shopping,Third Party Call Center - Evolve
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/15/2017,8/14/2017,71687031,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71687033,Online Search,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71687135,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71687235,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71687337,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM51539 ION*N60*M350STIC,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71687637,Short Form,Call Center Internal
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71687639,Online Search,Web
Bowflex Max Trainer,CAM50972 DCBHOMESUM17,Internal,,8/15/2017,8/14/2017,71687740,Catalog,Call Center Internal
Treadclimber,CAM50972 DCBHOMESUM17,Internal,,8/15/2017,8/14/2017,71687741,Catalog,Call Center Internal
Bowflex Catalog,CAM50972 DCBHOMESUM17,Internal,,8/15/2017,8/14/2017,71687742,Catalog,Call Center Internal
Bowflex Home Gyms,CAM30755 dosg2gsl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71687744,Online Search,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/15/2017,8/14/2017,71687844,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/15/2017,8/14/2017,71687845,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71687949,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71687950,Online Search,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71688049,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71688351,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71688451,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71688552,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71688553,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71688652,Online Search,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71688755,Electronic - UnSourced,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71688855,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71689055,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71689157,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71689257,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71689258,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71689357,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71689457,Electronic - UnSourced,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71689557,Electronic - UnSourced,Web
Schwinn,CAM45327 1800MAXTRAINER,Internal,,8/15/2017,8/14/2017,71689657,Un-Sourced,Call Center Internal
Treadclimber,CAM32123 dofg2tfeed1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71689658,Online Shopping,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71689959,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71690059,Online Search,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/15/2017,8/14/2017,71690160,Un-Sourced,Call Center Internal
Bowflex Revolution,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71690161,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71690162,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71690163,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71690164,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71690366,Online Search,Web
Bowflex Max Trainer,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71690469,Short Form,Call Center Internal
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71690470,Electronic - UnSourced,Web
Bowflex HVT,CAM50958 DSEHSF17A,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71690571,Electronic - Short Form,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,8/15/2017,8/15/2017,8/14/2017,71690671,Electronic - UnSourced,Web
Treadclimber,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71690772,Short Form,Call Center Internal
Treadclimber,CAM127 1800BOWFLEX_BFC,Internal,,8/15/2017,8/14/2017,71690773,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,Internal,,8/15/2017,8/14/2017,71690774,Electronic - UnSourced,Call Center Internal
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71690776,Electronic - UnSourced,Web
Results Elliptical,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71690876,Online Search,Web
Bowflex Revolution,CAM32062 dofg2gfeed1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71691179,Online Shopping,Web
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/15/2017,8/14/2017,71691381,Un-Sourced,Call Center Internal
Bowflex Catalog,CAM50972 DCBHOMESUM17,Internal,,8/15/2017,8/14/2017,71691483,Catalog,Call Center Internal
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71691587,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71691687,Online Shopping,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71691787,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM51516 RELZN60*M350CTIC,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71691889,Short Form,Call Center Internal
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71691990,Electronic - UnSourced,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71692091,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71692291,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71692292,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,8/15/2017,8/14/2017,71692391,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71692596,Online Shopping,Web
Bowflex Home Gyms,CAM37117 dosg2gsl27,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71692696,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71692896,Online Search,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71692996,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,8/15/2017,8/14/2017,71693097,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,Internal,8/15/2017,8/15/2017,8/14/2017,71693099,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/15/2017,8/15/2017,8/14/2017,71693100,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM30796 SAWDOSG2G,Internal,,8/15/2017,8/14/2017,71693200,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,,8/15/2017,8/14/2017,71693201,Online Search,Call Center Internal
Bowflex HVT,CAM50803 DODG2HVL1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71693202,Online Video,Web
Bowflex HVT,CAM51663 BETSN60*HVTL*TIC,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71693304,Short Form,Call Center Internal
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71693307,Online Shopping,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71693410,Online Search,Web
Bowflex Max Trainer,CAM51705 CHARN60**M350STIC,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71693512,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51476 MOVSN60*M350STIC,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71693518,Short Form,Call Center Internal
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,8/15/2017,8/14/2017,71693519,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71693722,Online Search,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71693723,Electronic - UnSourced,Web
Treadclimber,CAM127 1800BOWFLEX_BFC,Internal,,8/15/2017,8/14/2017,71693922,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,Internal,,8/15/2017,8/14/2017,71693923,Electronic - UnSourced,Call Center Internal
Bowflex HVT,CAM40829 1800REVOLUTION,Internal,,8/15/2017,8/14/2017,71693924,Un-Sourced,Call Center Internal
Bowflex HVT,CAM51663 BETSN60*HVTL*TIC,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71693925,Short Form,Call Center Internal
Bowflex Revolution,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71693927,Online Search,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71694027,Online Search,Web
Bowflex Max Trainer,CAM51526 BRNGN60*M350STIC,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71694127,Short Form,Call Center Internal
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/15/2017,8/15/2017,8/14/2017,71694428,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71694530,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71694630,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71694631,Online Search,Web
Bowflex Revolution,CAM34645 dodg2gdl2,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71694732,Online Display,Web
Bowflex Max Trainer,CAM48985 DOSBIESL10,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71694833,Online Search,Web
Bowflex Catalog,CAM37432 dosg2dsl18,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71694935,Online Search,Web
Treadclimber,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71695035,Online Search,Call Center Internal
Bowflex HVT,CAM51286 DODAMBHDL1,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71695038,Online Display,Web
Bowflex Selecttech Dumbbells,CAM48755 GRITN120J14FSTIC,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71695138,Short Form,Call Center Internal
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71695139,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71695240,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71695340,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71695440,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71695540,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32062 dofg2gfeed1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71695640,Online Shopping,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71695740,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71695840,Online Search,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/15/2017,8/15/2017,8/14/2017,71695940,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/15/2017,8/14/2017,71696143,Un-Sourced,Call Center Internal
Treadclimber,CAM48472 DOSG2TSL38,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71696145,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71696547,Electronic - UnSourced,Web
Treadclimber,CAM127 1800BOWFLEX_BFC,Internal,,8/15/2017,8/14/2017,71696648,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,Internal,,8/15/2017,8/14/2017,71696649,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,8/15/2017,8/15/2017,8/14/2017,71696650,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71696750,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,11/5/2017,8/15/2017,8/14/2017,71696853,Online Shopping,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71696953,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71697153,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71697253,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71697254,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71697353,Online Search,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,8/15/2017,8/14/2017,71697453,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71697454,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71697654,Online Search,Web
Bowflex Max Trainer,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71697756,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/15/2017,8/14/2017,71697757,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/15/2017,8/15/2017,8/14/2017,71697856,Electronic - UnSourced,Web
Bowflex Catalog,CAM31081 dosg2gl1,TouchPoint Integrated Communications,8/15/2017,8/15/2017,8/14/2017,71697956,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71698056,Online Shopping,Web
Treadclimber,CAM45852 DOSG2TSL32,TouchPoint Integrated Communications,,8/15/2017,8/14/2017,71698356,Online Search,Web
