Bowflex Selecttech Dumbbells,CAM49389 DCBHOMESUM16,,7/15/2016,7/11/2016,1,Catalog,Web
Bowflex Selecttech Dumbbells,CAM49559 DOXFBTSCODEBFJULY16,,7/16/2016,7/11/2016,1,Online Social,Web
Treadclimber,CAM49559 DOXFBTSCODEBFJULY16,,7/16/2016,7/11/2016,7,Online Social,Web
Bowflex Max Trainer,CAM49560 DOXFBDSCODEBFJULY16,,7/16/2016,7/11/2016,2,Online Social,Web
Bowflex Selecttech Dumbbells,CAM49560 DOXFBDSCODEBFJULY16,,7/16/2016,7/11/2016,23,Online Social,Web
Bowflex Max Trainer,CAM49561 DOXFBESCODEBFJULY16,,7/16/2016,7/11/2016,15,Online Social,Web
Bowflex Selecttech Dumbbells,CAM49561 DOXFBESCODEBFJULY16,,7/16/2016,7/11/2016,1,Online Social,Web
Treadclimber,CAM49561 DOXFBESCODEBFJULY16,,7/16/2016,7/11/2016,6,Online Social,Web
Bowflex Home Gyms,CAM129 1800BOWFLEX_BST,,7/17/2016,7/11/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM129 1800BOWFLEX_BST,,7/17/2016,7/11/2016,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM16426 DSETDIR,,7/17/2016,7/11/2016,6,Electronic - Short Form,Web
Bowflex Brand,CAM16616 DEGBFBHG,,7/17/2016,7/11/2016,27,Electronic - UnSourced,Web
Bowflex Catalog,CAM16616 DEGBFBHG,,7/17/2016,7/11/2016,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,7/17/2016,7/11/2016,78,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,7/17/2016,7/17/2016,7/11/2016,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,,7/17/2016,7/11/2016,61,Electronic - UnSourced,Web
Bowflex Revolution,CAM16616 DEGBFBHG,,7/17/2016,7/11/2016,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,,7/17/2016,7/11/2016,30,Electronic - UnSourced,Web
Bowflex UpperCut,CAM16616 DEGBFBHG,,7/17/2016,7/11/2016,1,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,,7/17/2016,7/11/2016,33,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,7/17/2016,7/11/2016,8,Un-Sourced,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,,7/17/2016,7/11/2016,2,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM30753 dosg2dsl5,,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Home Gyms,CAM30755 dosg2gsl1,,7/17/2016,7/11/2016,4,Online Search,Web
Bowflex Catalog,CAM30793 SAWDOSG2D,,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM30793 SAWDOSG2D,,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Treadclimber,CAM30793 SAWDOSG2D,,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,,7/17/2016,7/11/2016,3,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30796 SAWDOSG2G,,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM30796 SAWDOSG2G,,7/17/2016,7/11/2016,2,Online Search,Call Center Internal
Bowflex Brand,CAM31081 dosg2gl1,,7/17/2016,7/11/2016,18,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,,7/17/2016,7/11/2016,31,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,,7/17/2016,7/11/2016,22,Online Search,Web
Bowflex Revolution,CAM31081 dosg2gl1,,7/17/2016,7/11/2016,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,,7/17/2016,7/11/2016,9,Online Search,Web
Bowflex UpperCut,CAM31081 dosg2gl1,,7/17/2016,7/11/2016,1,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,7/17/2016,7/17/2016,7/11/2016,1,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,,7/17/2016,7/11/2016,13,Online Search,Web
Bowflex Home Gyms,CAM32061 dofg2dfeed1,,7/17/2016,7/11/2016,1,Online Shopping,Web
Bowflex Revolution,CAM32062 dofg2gfeed1,,7/17/2016,7/11/2016,1,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,,7/17/2016,7/11/2016,6,Online Shopping,Web
Treadclimber,CAM32595 SAWDOSBIT,,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM32596 SAWDOSBID,,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Bowflex Catalog,CAM33972 dofszcfeed1,,7/17/2016,7/11/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM33972 dofszcfeed1,,7/17/2016,7/11/2016,1,Online Shopping,Web
Treadclimber,CAM36104 SAWSF11E,,7/17/2016,7/11/2016,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36298 dsetsf11g,7/17/2016,7/17/2016,7/11/2016,11,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,,7/17/2016,7/11/2016,11,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,7/17/2016,7/17/2016,7/11/2016,48,Electronic - Short Form,Web
Treadclimber,CAM36885 dosbitsl2,7/17/2016,7/17/2016,7/11/2016,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37428 dosg2dsl14,,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,,7/17/2016,7/11/2016,2,Online Search,Web
Bowflex Max Trainer,CAM37440 dosg2tsl21,,7/17/2016,7/11/2016,3,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,7/17/2016,7/17/2016,7/11/2016,2,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,7/17/2016,7/11/2016,12,Online Search,Web
Treadclimber,CAM37443 dosg2tsl24,,7/17/2016,7/11/2016,1,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,7/17/2016,7/17/2016,7/11/2016,1,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,7/17/2016,7/11/2016,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37740 dosbidsl8,,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Max Trainer,CAM37743 dosbigsl6,,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Max Trainer,CAM38406 SAWDPETPRINT12F,,7/17/2016,7/11/2016,3,Electronic - Print,Call Center Internal
Treadclimber,CAM38406 SAWDPETPRINT12F,,7/17/2016,7/11/2016,3,Electronic - Print,Call Center Internal
Treadclimber,CAM38842 dosg2tsl27,7/17/2016,7/17/2016,7/11/2016,8,Online Search,Web
Treadclimber,CAM39391 dodrftdl4,7/17/2016,7/17/2016,7/11/2016,1,Online Display,Web
Bowflex Home Gyms,CAM39441 dosbigl1,,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM39441 dosbigl1,,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Treadclimber,CAM39441 dosbigl1,,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Bowflex Brand,CAM39441 dosbigl1,,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,,7/17/2016,7/11/2016,9,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,7/17/2016,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,,7/17/2016,7/11/2016,9,Online Search,Web
Bowflex Selecttech Dumbbells,CAM39441 dosbigl1,,7/17/2016,7/11/2016,5,Online Search,Web
Treadclimber,CAM39441 dosbigl1,,7/17/2016,7/11/2016,6,Online Search,Web
Bowflex Home Gyms,CAM40821 1800BOWFLEX,,7/17/2016,7/11/2016,3,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM40821 1800BOWFLEX,,7/17/2016,7/11/2016,1,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM40821 1800BOWFLEX,,7/17/2016,7/11/2016,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40821 1800BOWFLEX,,7/17/2016,7/11/2016,1,Un-Sourced,Call Center Internal
Treadclimber,CAM43683 dosbitsl14,7/17/2016,7/17/2016,7/11/2016,3,Online Search,Web
Bowflex Max Trainer,CAM44170 dpeeprint13a,7/17/2016,7/17/2016,7/11/2016,1,Electronic - Print,Web
Bowflex Max Trainer,CAM44172 dseesf14a,7/17/2016,7/17/2016,7/11/2016,17,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,7/18/2016,7/17/2016,7/11/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,,7/17/2016,7/11/2016,5,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44191 dseesf14d,7/17/2016,7/17/2016,7/11/2016,7,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44213 dseesf14b,7/17/2016,7/17/2016,7/11/2016,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44213 dseesf14b,,7/17/2016,7/11/2016,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44215 SAWDSEESF14A,,7/17/2016,7/11/2016,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44223 SAWDOSBIE,,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,,7/17/2016,7/11/2016,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,7/17/2016,7/11/2016,2,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44429 dosbiesl1,7/17/2016,7/17/2016,7/11/2016,3,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,,7/17/2016,7/11/2016,4,Online Search,Web
Treadclimber,CAM44429 dosbiesl1,,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,7/17/2016,7/17/2016,7/11/2016,9,Online Search,Web
Treadclimber,CAM44450 dofbitfeed2,,7/17/2016,7/11/2016,1,Online Shopping,Web
Bowflex Home Gyms,CAM44497 dosg2esl1,,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,7/17/2016,7/17/2016,7/11/2016,3,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,,7/17/2016,7/11/2016,27,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,7/17/2016,7/11/2016,9,Online Search,Web
Bowflex Max Trainer,CAM44531 dosbiesl2,7/17/2016,7/17/2016,7/11/2016,2,Online Search,Web
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44560 dosg2esl5,,7/17/2016,7/11/2016,2,Online Search,Web
Bowflex Max Trainer,CAM44564 dosbiesl4,,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44565 dosbiesl5,,7/17/2016,7/11/2016,2,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,7/17/2016,7/17/2016,7/11/2016,3,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,7/17/2016,7/11/2016,25,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,,7/17/2016,7/11/2016,3,Online Shopping,Web
Bowflex Max Trainer,CAM44937 dofszefeed1,,7/17/2016,7/11/2016,1,Online Shopping,Web
Bowflex Catalog,CAM45043 SAWDOFG2E,,7/17/2016,7/11/2016,1,Online Shopping,Call Center Internal
Bowflex Home Gyms,CAM45043 SAWDOFG2E,,7/17/2016,7/11/2016,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,7/17/2016,7/11/2016,4,Online Shopping,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45043 SAWDOFG2E,,7/17/2016,7/11/2016,1,Online Shopping,Call Center Internal
Treadclimber,CAM45043 SAWDOFG2E,,7/17/2016,7/11/2016,2,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,7/17/2016,7/11/2016,2,Online Shopping,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,7/17/2016,7/11/2016,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,7/17/2016,7/11/2016,4,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45387 DSEESF14E,7/17/2016,7/17/2016,7/11/2016,6,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45387 DSEESF14E,,7/17/2016,7/11/2016,1,Electronic - Short Form,Web
Treadclimber,CAM45387 DSEESF14E,7/17/2016,7/17/2016,7/11/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45436 DOVHULUEVL3,7/17/2016,7/17/2016,7/11/2016,1,Online Video,Web
Bowflex Max Trainer,CAM45563 DPEEPRINT14D,7/17/2016,7/17/2016,7/11/2016,1,Electronic - Print,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,,7/17/2016,7/11/2016,2,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,,7/17/2016,7/11/2016,1,Online Search,Web
Treadclimber,CAM45730 DOSG2ESL7,,7/17/2016,7/11/2016,2,Online Search,Web
Treadclimber,CAM45732 DOSBIESL7,,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,7/17/2016,7/17/2016,7/11/2016,8,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,,7/17/2016,7/11/2016,3,Electronic - Short Form,Web
Treadclimber,CAM45798 DSEESF14H,,7/17/2016,7/11/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,7/17/2016,7/17/2016,7/11/2016,1,Electronic - Short Form,Web
Treadclimber,CAM45852 DOSG2TSL32,7/17/2016,7/17/2016,7/11/2016,15,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,,7/17/2016,7/11/2016,2,Online Search,Web
Bowflex Max Trainer,CAM45898 DOXFBERESPONSE,,7/17/2016,7/11/2016,1,Online Social,Web
Bowflex Home Gyms,CAM47150 DOSG2ESL9,,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,7/17/2016,7/17/2016,7/11/2016,3,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,,7/17/2016,7/11/2016,10,Online Search,Web
Treadclimber,CAM47150 DOSG2ESL9,,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Home Gyms,CAM47152 DOSBIESL8,7/17/2016,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,7/17/2016,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,,7/17/2016,7/11/2016,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM47239 SAWDODCTOE,,7/17/2016,7/11/2016,1,Online Display,Call Center Internal
Bowflex Max Trainer,CAM47239 SAWDODCTOE,7/17/2016,7/17/2016,7/11/2016,1,Online Display,Third Party Call Center - Evolve
Bowflex Catalog,CAM47251 DODCTOEDL2,,7/17/2016,7/11/2016,1,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,7/17/2016,7/17/2016,7/11/2016,4,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,,7/17/2016,7/11/2016,12,Online Display,Web
Treadclimber,CAM47251 DODCTOEDL2,,7/17/2016,7/11/2016,1,Online Display,Web
Bowflex Max Trainer,CAM47254 DODCTOTDL1,7/17/2016,7/17/2016,7/11/2016,1,Online Display,Web
Treadclimber,CAM47254 DODCTOTDL1,7/17/2016,7/17/2016,7/11/2016,2,Online Display,Web
Treadclimber,CAM47254 DODCTOTDL1,,7/17/2016,7/11/2016,2,Online Display,Web
Bowflex Selecttech Dumbbells,CAM47266 DODCTODDL1,,7/17/2016,7/11/2016,1,Online Display,Web
Bowflex Max Trainer,CAM48185 DOXFBTSCODE002,,7/17/2016,7/11/2016,2,Online Social,Web
Treadclimber,CAM48185 DOXFBTSCODE002,,7/17/2016,7/11/2016,1,Online Social,Web
Treadclimber,CAM48186 DOXFBTSCODE003,,7/17/2016,7/11/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48200 SAWDOXFBESCODE,,7/17/2016,7/11/2016,2,Online Social,Call Center Internal
Bowflex Selecttech Dumbbells,CAM48200 SAWDOXFBESCODE,,7/17/2016,7/11/2016,1,Online Social,Call Center Internal
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,7/17/2016,7/17/2016,7/11/2016,3,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,,7/17/2016,7/11/2016,11,Online Social,Web
Treadclimber,CAM48202 DOXFBESCODE002,,7/17/2016,7/11/2016,2,Online Social,Web
Bowflex Max Trainer,CAM48203 DOXFBESCODE003,7/17/2016,7/17/2016,7/11/2016,2,Online Social,Web
Bowflex Max Trainer,CAM48203 DOXFBESCODE003,,7/17/2016,7/11/2016,3,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48207 DOXFBDSCODE001,,7/17/2016,7/11/2016,1,Online Social,Call Center Internal
Bowflex Selecttech Dumbbells,CAM48207 DOXFBDSCODE001,,7/17/2016,7/11/2016,2,Online Social,Web
Bowflex Brand,CAM48218 DOXFBSCODE005,,7/17/2016,7/11/2016,2,Online Social,Web
Treadclimber,CAM48520 DLFEN180HKINGTIC,7/17/2016,7/17/2016,7/11/2016,3,Short Form,Call Center Internal
Treadclimber,CAM48521 HMM*N180HKINGTIC,7/17/2016,7/17/2016,7/11/2016,13,Short Form,Call Center Internal
Treadclimber,CAM48521 HMM*N180HKINGTIC,,7/17/2016,7/11/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48524 CMT*N120JACKDTIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48733 MX15P60*J14FSTIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48740 MX22P60*J14FSTIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48746 VEL*N120J14FSTIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48756 LAFFN120J14FSTIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48774 PIVTN180JACFSTIC,7/17/2016,7/17/2016,7/11/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48774 PIVTN180JACFSTIC,,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48777 VH1CN180JACFSTIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48876 DSEESF15A,7/17/2016,7/17/2016,7/11/2016,4,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48876 DSEESF15A,7/21/2016,7/17/2016,7/11/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48876 DSEESF15A,,7/17/2016,7/11/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48984 DOSG2ESL11,,7/17/2016,7/11/2016,5,Online Search,Web
Treadclimber,CAM48984 DOSG2ESL11,,7/17/2016,7/11/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM49112 DOXFBGSCODE011,,7/17/2016,7/11/2016,1,Online Social,Web
Treadclimber,CAM49228 INSPN120BOO16TIC,7/17/2016,7/17/2016,7/11/2016,4,Short Form,Call Center Internal
Treadclimber,CAM49228 INSPN120BOO16TIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49234 GET*N120BOO16TIC,7/17/2016,7/17/2016,7/11/2016,3,Short Form,Call Center Internal
Treadclimber,CAM49237 MOVSN120BOO16TIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49246 DODSTLEDL1,,7/17/2016,7/11/2016,3,Online Display,Web
Treadclimber,CAM49292 DSETSF16A,,7/17/2016,7/11/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49294 P0516ROLLSTALEX,7/17/2016,7/17/2016,7/11/2016,1,Print,Call Center Internal
Bowflex Max Trainer,CAM49294 P0516ROLLSTALEX,,7/17/2016,7/11/2016,1,Print,Call Center Internal
Bowflex Max Trainer,CAM49295 DSEESF16A,7/17/2016,7/17/2016,7/11/2016,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49297 DSEESF16C,7/17/2016,7/17/2016,7/11/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49345 JUSTN120HAM7*TIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49349 FOXNN120HAM7*TIC,7/17/2016,7/17/2016,7/11/2016,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49354 DTVSN60*HAM7*TIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49406 TESCN120BOO16TIC,7/17/2016,7/17/2016,7/11/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49424 DOSG2T,7/17/2016,7/17/2016,7/11/2016,1,Online Search,Call Center Internal
Treadclimber,CAM49424 DOSG2T,,7/17/2016,7/11/2016,1,Online Search,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49445 ION*N60*HAM7*TIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49504 INSPN120ABC16TIC,7/17/2016,7/17/2016,7/11/2016,2,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM49505 METVN120ABC16TIC,,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49505 METVN120ABC16TIC,7/17/2016,7/17/2016,7/11/2016,4,Short Form,Call Center Internal
Treadclimber,CAM49505 METVN120ABC16TIC,,7/17/2016,7/11/2016,3,Short Form,Call Center Internal
Treadclimber,CAM49505 METVN120ABC16TIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49506 BRNGN120ABC16TIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49507 GAMEN120ABC16TIC,7/17/2016,7/17/2016,7/11/2016,3,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49509 TESCN120ABC16TIC,7/17/2016,7/17/2016,7/11/2016,3,Short Form,Call Center Internal
Bowflex Catalog,CAM49510 GET*N120ABC16TIC,,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49510 GET*N120ABC16TIC,7/17/2016,7/17/2016,7/11/2016,3,Short Form,Call Center Internal
Treadclimber,CAM49510 GET*N120ABC16TIC,,7/17/2016,7/11/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49512 MOVSN120ABC16TIC,,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49516 ION*N60*ABC16TIC,7/17/2016,7/17/2016,7/11/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49517 DRTFN60*ABC16TIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49534 DISLL60*HAM7*TIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49535 ESPLL60*HAM7*TIC,7/17/2016,7/17/2016,7/11/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49559 DOXFBTSCODEBFJULY16,,7/17/2016,7/11/2016,6,Online Social,Web
Bowflex Selecttech Dumbbells,CAM49560 DOXFBDSCODEBFJULY16,,7/17/2016,7/11/2016,10,Online Social,Web
Bowflex Max Trainer,CAM49561 DOXFBESCODEBFJULY16,,7/17/2016,7/11/2016,9,Online Social,Web
Bowflex Selecttech Dumbbells,CAM49561 DOXFBESCODEBFJULY16,,7/17/2016,7/11/2016,2,Online Social,Web
Treadclimber,CAM49561 DOXFBESCODEBFJULY16,,7/17/2016,7/11/2016,3,Online Social,Web
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,7/18/2016,7/18/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM129 1800BOWFLEX_BST,7/18/2016,7/18/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,7/18/2016,7/18/2016,7/18/2016,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM16426 DSETDIR,7/18/2016,7/18/2016,7/18/2016,2,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,,7/18/2016,7/18/2016,7,Electronic - Short Form,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,7/18/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Brand,CAM16616 DEGBFBHG,,7/18/2016,7/18/2016,14,Electronic - UnSourced,Web
Bowflex Catalog,CAM16616 DEGBFBHG,,7/18/2016,7/18/2016,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,7/18/2016,7/18/2016,7/18/2016,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,7/18/2016,7/18/2016,57,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,7/18/2016,7/18/2016,7/18/2016,9,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,7/20/2016,7/18/2016,7/18/2016,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,,7/18/2016,7/18/2016,49,Electronic - UnSourced,Web
Bowflex Revolution,CAM16616 DEGBFBHG,,7/18/2016,7/18/2016,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,,7/18/2016,7/18/2016,6,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,7/18/2016,7/18/2016,7/18/2016,1,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,,7/18/2016,7/18/2016,27,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,7/18/2016,7/18/2016,5,Un-Sourced,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,,7/18/2016,7/18/2016,3,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM30755 dosg2gsl1,,7/18/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM30793 SAWDOSG2D,,7/18/2016,7/18/2016,2,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,,7/18/2016,7/18/2016,7,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30796 SAWDOSG2G,,7/18/2016,7/18/2016,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM30796 SAWDOSG2G,,7/18/2016,7/18/2016,2,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31081 dosg2gl1,,7/18/2016,7/18/2016,1,Online Search,Call Center Internal
