Lead PI,Ad ID,Media Agency,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Treadclimber,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71573455,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71573654,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71573754,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71573854,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71573855,Electronic - UnSourced,Web
Results Treadmill,CAM50816 DOFG2BXTFEED1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71573954,Online Shopping,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71573955,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/13/2017,8/13/2017,8/7/2017,71574154,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM39441 dosbigl1,TouchPoint Integrated Communications,8/13/2017,8/13/2017,8/7/2017,71574354,Online Search,Web
Bowflex HVT,CAM50958 DSEHSF17A,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71574454,Electronic - Short Form,Web
Bowflex Catalog,CAM50958 DSEHSF17A,TouchPoint Integrated Communications,8/13/2017,8/13/2017,8/7/2017,71574654,Electronic - Short Form,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71574754,Online Search,Web
Bowflex Max Trainer,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71574854,Online Search,Web
Treadclimber,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71574954,Online Search,Web
Bowflex Revolution,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71575155,Electronic - UnSourced,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71575255,Electronic - UnSourced,Web
Results Treadmill,CAM50820 DOSG2BXTSL2,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71575555,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71575556,Electronic - UnSourced,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71575655,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71575755,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71575855,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/13/2017,8/13/2017,8/7/2017,71575955,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71576155,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71576255,Electronic - UnSourced,Web
Treadclimber,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71576355,Online Shopping,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71576555,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71576655,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71576755,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71576855,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71576856,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71576857,Online Search,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71576955,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71577055,Online Shopping,Web
Bowflex HVT,CAM32062 dofg2gfeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71577155,Online Shopping,Web
Bowflex HVT,CAM50808 DOFG2HFEED1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71577255,Online Shopping,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71577355,Online Search,Web
Bowflex Max Trainer,CAM51525 LAFFN60*M350STIC,TouchPoint Integrated Communications,8/13/2017,8/13/2017,8/7/2017,71577455,Short Form,Call Center Internal
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71577556,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71577656,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71577657,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71577756,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71577757,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71577956,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71578056,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71578156,Online Search,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71578457,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71578557,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71578658,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71578659,Online Search,Web
Bowflex Revolution,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71578758,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71578858,Online Search,Web
Bowflex Max Trainer,CAM44172 dseesf14a,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71578961,Electronic - Short Form,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71579060,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71579361,Online Shopping,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71579461,Online Search,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71579462,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71579561,Online Search,Web
Bowflex Max Trainer,CAM44172 dseesf14a,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71579662,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/25/2017,8/13/2017,8/7/2017,71580263,Online Search,Web
Results Elliptical,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71580363,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71580563,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71580663,Electronic - UnSourced,Web
Bowflex Brand,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71580763,Online Search,Web
Results Treadmill,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71580964,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/13/2017,8/13/2017,8/7/2017,71581064,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,8/13/2017,8/13/2017,8/7/2017,71581165,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,8/13/2017,8/13/2017,8/7/2017,71581265,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/13/2017,8/13/2017,8/7/2017,71581466,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71581566,Online Search,Web
Treadclimber,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71581666,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71581667,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71581668,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/13/2017,8/13/2017,8/7/2017,71581866,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71581966,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71582066,Online Shopping,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71582067,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71582166,Electronic - UnSourced,Web
Results Treadmill,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71582366,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71582466,Online Shopping,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71582566,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71582666,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM30753 dosg2dsl5,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71582766,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71582866,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/13/2017,8/13/2017,8/7/2017,71582966,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71583066,Online Search,Web
Results Elliptical,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71583166,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71583266,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71583366,Electronic - UnSourced,Web
Results Treadmill,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71583367,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71583466,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71583467,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71583666,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71583667,Electronic - UnSourced,Web
Bowflex HVT,CAM50808 DOFG2HFEED1,TouchPoint Integrated Communications,8/13/2017,8/13/2017,8/7/2017,71583766,Online Shopping,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71583866,Online Search,Web
Bowflex HVT,CAM51286 DODAMBHDL1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71584266,Online Display,Web
Bowflex Catalog,CAM32123 dofg2tfeed1,TouchPoint Integrated Communications,8/13/2017,8/13/2017,8/7/2017,71584466,Online Shopping,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71584566,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71584666,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71584766,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/13/2017,8/13/2017,8/7/2017,71584866,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM47987 DOXFBESCL001,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71584867,Online Social,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71584966,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71585166,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71585266,Online Shopping,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/13/2017,8/13/2017,8/7/2017,71585366,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71585466,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71585566,Electronic - UnSourced,Web
Bowflex Revolution,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71585666,Electronic - UnSourced,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71585866,Electronic - UnSourced,Web
Treadclimber,CAM48470 DOSBITSL19,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71586066,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71586466,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71586566,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71586666,Online Search,Web
Bowflex Max Trainer,CAM45910 DODADCEDL3,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71586766,Online Display,Web
Treadclimber,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71586866,Online Search,Web
Bowflex Max Trainer,CAM51615 FXS2N60*M350STIC,TouchPoint Integrated Communications,8/13/2017,8/13/2017,8/7/2017,71587066,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71587166,Online Shopping,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71587167,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71587266,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71587466,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71587467,Electronic - UnSourced,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71587566,Online Search,Web
Bowflex Home Gyms,CAM37117 dosg2gsl27,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71587666,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71587766,Online Shopping,Web
Bowflex Catalog,CAM16616 DEGBFBHG,Internal,8/13/2017,8/13/2017,8/7/2017,71587866,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71588066,Online Shopping,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/13/2017,8/7/2017,71588166,Online Search,Web
Bowflex Max Trainer,CAM51523 IFC*N60*M350STIC,TouchPoint Integrated Communications,8/13/2017,8/13/2017,8/7/2017,71588266,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49580 DODTABOOLAEDL2,TouchPoint Integrated Communications,8/13/2017,8/13/2017,8/7/2017,71588466,Online Display,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71588566,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71588567,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/13/2017,8/7/2017,71588666,Electronic - UnSourced,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71588766,Electronic - UnSourced,Web
Bowflex HVT,CAM50803 DODG2HVL1,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71588866,Online Video,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71588966,Online Search,Web
Bowflex Max Trainer,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71589066,Online Display,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71589166,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30755 dosg2gsl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71589266,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71589466,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71589566,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71589567,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/14/2017,8/14/2017,8/14/2017,71589766,Electronic - UnSourced,Web
Bowflex Catalog,CAM39441 dosbigl1,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71589866,Online Search,Web
Treadclimber,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71589966,Online Search,Web
Bowflex Max Trainer,CAM49535 ESPLL60*HAM7*TIC,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71590066,Short Form,Third Party Call Center - Evolve
Bowflex Catalog,CAM16616 DEGBFBHG,Internal,8/14/2017,8/14/2017,8/14/2017,71590067,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71590266,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71590366,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71590566,Online Search,Web
Bowflex HVT,CAM50812 DOSG2HSL2,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71590666,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71590766,Electronic - UnSourced,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71590866,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/14/2017,8/14/2017,8/14/2017,71591066,Electronic - UnSourced,Web
Treadclimber,CAM36797 dpetprint12a,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71591166,Electronic - Print,Web
Bowflex Selecttech Dumbbells,CAM50820 DOSG2BXTSL2,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71591278,Online Search,Web
Bowflex HVT,CAM50802 DODG2HDL2,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71591279,Online Display,Web
Bowflex Selecttech Dumbbells,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71591381,Online Search,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,8/27/2017,8/14/2017,8/14/2017,71591481,Online Search,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71591582,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71591583,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48985 DOSBIESL10,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71591688,Online Search,Web
Bowflex Selecttech Dumbbells,CAM48985 DOSBIESL10,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71591789,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/14/2017,8/14/2017,8/14/2017,71591989,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM25756 DEGSAWBFG,Internal,,8/14/2017,8/14/2017,71592090,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71592095,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71592096,Online Search,Web
Bowflex Revolution,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71592196,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71592197,Electronic - UnSourced,Web
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/14/2017,8/14/2017,71592299,Un-Sourced,Call Center Internal
Bowflex HVT,CAM50745 1800HVT,Internal,8/14/2017,8/14/2017,8/14/2017,71592304,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45538 DODG2DDL2,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71592305,Online Display,Web
Results Treadmill,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,,5/15/2017,5/15/2017,71592409,Online Search,Call Center Internal
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71592411,Online Search,Call Center Internal
Bowflex Max Trainer,CAM49578 SAWDODTABOOLAE,TouchPoint Integrated Communications,,2/24/2013,2/18/2013,71592418,Online Display,Call Center Internal
