FG Item,FG LifeCycle Status,FG Inactive,Warranty Item,FG Internal ID,Warranty Part LifeCycle Status,Warranty Part Inactive,Warranty Period,Warranty Part On Hand,Warranty Part On Order
"100001 Kit, Ult XTU",Obsolete,F,90640 Mult-T-Curl  Tricep Press Bar,8564,In Production,F,3650,,
"100001 Kit, Ult XTU",Obsolete,F,95000 Mult - T-Bar Strap,8564,,F,3650,75,
"100001 Kit, Ult XTU",Obsolete,F,"90185 Cap, 1 1/2 14GA. Black End",8564,,F,3650,80,
"100001 Kit, Ult XTU",Obsolete,F,10191 Mult - Black 1 4x5 SHC Screw,8564,,F,3650,35,
"100001 Kit, Ult XTU",Obsolete,F,11852 Cable  Rod Warranty Kit  Pr,8564,In Production,F,3650,1247,400
"100001 Kit, Ult XTU",Obsolete,F,17100 Handgrip  Adj (Pair),8564,In Production,F,3650,2064,800
"100001 Kit, Ult XTU",Obsolete,F,11804 Ult Incline Support Bracket,8564,In Production,F,3650,89,
"100001 Kit, Ult XTU",Obsolete,F,90177 Pulley  Generic,8564,In Production,F,3650,139,500
"100001 Kit, Ult XTU",Obsolete,F,10053 Ult Leg Ext Seat,8564,,F,3650,,
"100001 Kit, Ult XTU",Obsolete,F,10054 Ult Leg Ext Pivot Tube,8564,,F,3650,12,
"100001 Kit, Ult XTU",Obsolete,F,51492 Ult Leg Ext Cable,8564,,F,3650,43,40
"100001 Kit, Ult XTU",Obsolete,F,51481 Ult Leg Ext Pulley Kit,8564,,F,3650,27,5
"100001 Kit, Ult XTU",Obsolete,F,10059 Ult Leg Ext Hardware Card,8564,In Production,F,3650,97,
"100001 Kit, Ult XTU",Obsolete,F,90161 Knob   Threaded 3 8x1.25,8564,,F,3650,1124,
"100001 Kit, Ult XTU",Obsolete,F,90189 Mult - Leg Ext Pivot Bushing,8564,In Production,F,3650,1137,
"100001 Kit, Ult XTU",Obsolete,F,"90218 Cap, 3/4 End",8564,In Production,F,3650,1724,
"100001 Kit, Ult XTU",Obsolete,F,"95206 Tube, 3/4"" Chrome Roller",8564,In Production,F,3650,88,75
"100001 Kit, Ult XTU",Obsolete,F,"90150 Screw, 1/4-20x3/4 PPHM",8564,,F,3650,13,
"100001 Kit, Ult XTU",Obsolete,F,10813 Mult 2x3 Foot w Screw,8564,In Production,F,3650,55,
"100001 Kit, Ult XTU",Obsolete,F,"50304 ROLLER FOAM  L=175MM 7""",8564,In Production,F,3650,294,300
"100001 Kit, Ult XTU",Obsolete,F,51490 Ult Warranty Leg Ext Box,8564,,F,3650,,
"100001 Kit, Ult XTU",Obsolete,F,17397 Ult Hardware Card,8564,In Production,F,3650,35,
"100001 Kit, Ult XTU",Obsolete,F,10046 Rod Pack Holder,8564,In Production,F,3650,58,200
"100001 Kit, Ult XTU",Obsolete,F,90228 Mult - #8x0.50 PHM Screw,8564,In Production,F,3650,4746,60
"100001 Kit, Ult XTU",Obsolete,F,95701 Rod  5# Tested W  S&C,8564,In Production,F,36500,1224,30
"100001 Kit, Ult XTU",Obsolete,F,80208 Power Rod End Cap  5#,8564,In Production,F,3650,46,
"100001 Kit, Ult XTU",Obsolete,F,95702 Rod 10# Tested w  S&C,8564,In Production,F,36500,910,1725
"100001 Kit, Ult XTU",Obsolete,F,80209 Power Rod End Cap 10#,8564,In Production,F,3650,76,
"100001 Kit, Ult XTU",Obsolete,F,95703 Rod  30# Tested w  S&C,8564,In Production,F,36500,1351,900
"100001 Kit, Ult XTU",Obsolete,F,80210 Power Rod End Cap 30#,8564,In Production,F,3650,410,
"100001 Kit, Ult XTU",Obsolete,F,95704 Rod  50#  Tested w  S&C,8564,In Production,F,36500,2824,1700
"100001 Kit, Ult XTU",Obsolete,F,80211 Power Rod End Cap 50#,8564,In Production,F,3650,1154,
"100001 Kit, Ult XTU",Obsolete,F,51350 Ult Squat Cable Assembly,8564,,F,3650,22,50
"100002 Kit, Ult XLU",Obsolete,F,11752 DVD Manual Assy Ult W Poster,8565,,F,42,20,
"100002 Kit, Ult XLU",Obsolete,F,10005 Ult Squat Platform,8565,In Production,F,3650,,
"100002 Kit, Ult XLU",Obsolete,F,10006 Ult Cable Clip,8565,In Production,F,3650,15,
"100002 Kit, Ult XLU",Obsolete,F,10083 Cap  End 1-3 4x 2,8565,In Production,F,3650,1074,
"100002 Kit, Ult XLU",Obsolete,F,90211 Mult - Transport Wheel Assy,8565,In Production,F,3650,386,
"100002 Kit, Ult XLU",Obsolete,F,11654 Ult Round Velcro Pad,8565,,F,3650,88,
"100002 Kit, Ult XLU",Obsolete,F,10031 Ult Upper Lat Tower,8565,In Production,F,3650,5,
"100002 Kit, Ult XLU",Obsolete,F,10032 Ult Hook Bracket,8565,,F,3650,,
"100002 Kit, Ult XLU",Obsolete,F,"10037 Ult 50"" Bent Lat Bar Assy",8565,In Production,F,3650,17,
"100002 Kit, Ult XLU",Obsolete,F,10089 Mult Lat Cable Storage Grommet,8565,In Production,F,3650,10,
"100002 Kit, Ult XLU",Obsolete,F,10198 Mult - 3 8 X 3-1 2 J-Bolt,8565,,F,3650,55,25
"100002 Kit, Ult XLU",Obsolete,F,50334 SNAPHOOK LARGE MULTI USE,8565,In Production,F,3650,320,250
"100002 Kit, Ult XLU",Obsolete,F,20205 Pro 1x14-20Ga Round End Cap,8565,,F,3650,35,
"100002 Kit, Ult XLU",Obsolete,F,10389 Ult Lat Tower Pulley Tube,8565,In Production,F,3650,31,
"100002 Kit, Ult XLU",Obsolete,F,10078 Ult Lat Hardware Card,8565,In Production,F,3650,86,
"100002 Kit, Ult XLU",Obsolete,F,51353 Ult Lat Cable Assembly,8565,,F,3650,168,25
"100002 Kit, Ult XLU",Obsolete,F,10014 Ult Seat Rail,8565,,F,3650,10,
"100002 Kit, Ult XLU",Obsolete,F,10017 Ult Upholstered Seat,8565,In Production,F,3650,46,
"100002 Kit, Ult XLU",Obsolete,F,10022 Ult Rail Spacer Tube,8565,,F,3650,,
"100002 Kit, Ult XLU",Obsolete,F,90160 Mult - Bench Cup w Screw,8565,,F,3650,7,
"100002 Kit, Ult XLU",Obsolete,F,80179 Mult - Seat Hinge,8565,,F,3650,118,
"100002 Kit, Ult XLU",Obsolete,F,90217 Belt  Leg Press,8565,,F,3650,66,
"100002 Kit, Ult XLU",Obsolete,F,"90650 BAR W FOAM GRIPS BLACK  48""",8565,In Production,F,3650,87,40
"100002 Kit, Ult XLU",Obsolete,F,"11418 Cap  1"" Flat Round End",8565,In Production,F,3650,343,10
"100002 Kit, Ult XLU",Obsolete,F,11809 Ult Bench Warranty Kit,8565,,F,3650,,6
"100002 Kit, Ult XLU",Obsolete,F,12340 Ppro Seat Bracket Wrnty Assy,8565,,F,3650,336,600
"100002 Kit, Ult XLU",Obsolete,F,10165 Mult-Blk 1 4-20x1 PPHM Screw,8565,,F,3650,68,
"100002 Kit, Ult XLU",Obsolete,F,11824 Mult-Bench Hinge Brkt w Screws,8565,,F,3650,120,
"100002 Kit, Ult XLU",Obsolete,F,51360 Ult Pulley Kit (Pair),8565,In Production,F,3650,4,
"100002 Kit, Ult XLU",Obsolete,F,10011 Ult Adjustable Pulley Assembly,8565,In Production,F,3650,62,
"100002 Kit, Ult XLU",Obsolete,F,10016 Ult Back Incline Bench Rest,8565,,F,3650,11,
"100002 Kit, Ult XLU",Obsolete,F,10036 Ult Rear Leg,8565,In Production,F,3650,13,
"100002 Kit, Ult XLU",Obsolete,F,10073 Mult Adjustable Squat Strap,8565,In Production,F,3650,166,
"100002 Kit, Ult XLU",Obsolete,F,10074 Ult Locking Knob,8565,In Production,F,3650,113,50
"100002 Kit, Ult XLU",Obsolete,F,10075 Ult Lrge Threaded Knob 2-1 4x1,8565,In Production,F,3650,349,
"100002 Kit, Ult XLU",Obsolete,F,10145 Ult Left Pulley Slide Assembly,8565,In Production,F,3650,29,
"100002 Kit, Ult XLU",Obsolete,F,10146 Ult Right Pulley Slide Assy,8565,,F,3650,14,10
"100002 Kit, Ult XLU",Obsolete,F,90220 Mult - Rod Hook,8565,In Production,F,3650,122,
"100002 Kit, Ult XLU",Obsolete,F,90222 Mult - Seat Rail End Cap,8565,,F,3650,318,
"100002 Kit, Ult XLU",Obsolete,F,90640 Mult-T-Curl  Tricep Press Bar,8565,In Production,F,3650,,
"100002 Kit, Ult XLU",Obsolete,F,95000 Mult - T-Bar Strap,8565,,F,3650,75,
"100002 Kit, Ult XLU",Obsolete,F,"90185 Cap, 1 1/2 14GA. Black End",8565,,F,3650,80,
"100002 Kit, Ult XLU",Obsolete,F,10191 Mult - Black 1 4x5 SHC Screw,8565,,F,3650,35,
"100002 Kit, Ult XLU",Obsolete,F,11852 Cable  Rod Warranty Kit  Pr,8565,In Production,F,3650,1247,400
"100002 Kit, Ult XLU",Obsolete,F,17100 Handgrip  Adj (Pair),8565,In Production,F,3650,2064,800
"100002 Kit, Ult XLU",Obsolete,F,11804 Ult Incline Support Bracket,8565,In Production,F,3650,89,
"100002 Kit, Ult XLU",Obsolete,F,90177 Pulley  Generic,8565,In Production,F,3650,139,500
"100002 Kit, Ult XLU",Obsolete,F,17397 Ult Hardware Card,8565,In Production,F,3650,35,
"100002 Kit, Ult XLU",Obsolete,F,10046 Rod Pack Holder,8565,In Production,F,3650,58,200
"100002 Kit, Ult XLU",Obsolete,F,90228 Mult - #8x0.50 PHM Screw,8565,In Production,F,3650,4746,60
"100002 Kit, Ult XLU",Obsolete,F,95701 Rod  5# Tested W  S&C,8565,In Production,F,36500,1224,30
"100002 Kit, Ult XLU",Obsolete,F,80208 Power Rod End Cap  5#,8565,In Production,F,3650,46,
"100002 Kit, Ult XLU",Obsolete,F,95702 Rod 10# Tested w  S&C,8565,In Production,F,36500,910,1725
"100002 Kit, Ult XLU",Obsolete,F,80209 Power Rod End Cap 10#,8565,In Production,F,3650,76,
"100002 Kit, Ult XLU",Obsolete,F,95703 Rod  30# Tested w  S&C,8565,In Production,F,36500,1351,900
"100002 Kit, Ult XLU",Obsolete,F,80210 Power Rod End Cap 30#,8565,In Production,F,3650,410,
"100002 Kit, Ult XLU",Obsolete,F,95704 Rod  50#  Tested w  S&C,8565,In Production,F,36500,2824,1700
"100002 Kit, Ult XLU",Obsolete,F,80211 Power Rod End Cap 50#,8565,In Production,F,3650,1154,
"100002 Kit, Ult XLU",Obsolete,F,51350 Ult Squat Cable Assembly,8565,,F,3650,22,50
"100003 Kit, Ult 310#",Obsolete,F,11752 DVD Manual Assy Ult W Poster,8566,,F,42,20,
"100003 Kit, Ult 310#",Obsolete,F,10005 Ult Squat Platform,8566,In Production,F,3650,,
"100003 Kit, Ult 310#",Obsolete,F,10006 Ult Cable Clip,8566,In Production,F,3650,15,
"100003 Kit, Ult 310#",Obsolete,F,10083 Cap  End 1-3 4x 2,8566,In Production,F,3650,1074,
"100003 Kit, Ult 310#",Obsolete,F,90211 Mult - Transport Wheel Assy,8566,In Production,F,3650,386,
"100003 Kit, Ult 310#",Obsolete,F,11654 Ult Round Velcro Pad,8566,,F,3650,88,
"100003 Kit, Ult 310#",Obsolete,F,50334 SNAPHOOK LARGE MULTI USE,8566,In Production,F,3650,320,250
"100003 Kit, Ult 310#",Obsolete,F,10014 Ult Seat Rail,8566,,F,3650,10,
"100003 Kit, Ult 310#",Obsolete,F,10017 Ult Upholstered Seat,8566,In Production,F,3650,46,
"100003 Kit, Ult 310#",Obsolete,F,10022 Ult Rail Spacer Tube,8566,,F,3650,,
"100003 Kit, Ult 310#",Obsolete,F,90160 Mult - Bench Cup w Screw,8566,,F,3650,7,
"100003 Kit, Ult 310#",Obsolete,F,80179 Mult - Seat Hinge,8566,,F,3650,118,
"100003 Kit, Ult 310#",Obsolete,F,90217 Belt  Leg Press,8566,,F,3650,66,
"100003 Kit, Ult 310#",Obsolete,F,"90650 BAR W FOAM GRIPS BLACK  48""",8566,In Production,F,3650,87,40
"100003 Kit, Ult 310#",Obsolete,F,"11418 Cap  1"" Flat Round End",8566,In Production,F,3650,343,10
"100003 Kit, Ult 310#",Obsolete,F,11809 Ult Bench Warranty Kit,8566,,F,3650,,6
"100003 Kit, Ult 310#",Obsolete,F,12340 Ppro Seat Bracket Wrnty Assy,8566,,F,3650,336,600
"100003 Kit, Ult 310#",Obsolete,F,10165 Mult-Blk 1 4-20x1 PPHM Screw,8566,,F,3650,68,
"100003 Kit, Ult 310#",Obsolete,F,11824 Mult-Bench Hinge Brkt w Screws,8566,,F,3650,120,
"100003 Kit, Ult 310#",Obsolete,F,51360 Ult Pulley Kit (Pair),8566,In Production,F,3650,4,
"100003 Kit, Ult 310#",Obsolete,F,10011 Ult Adjustable Pulley Assembly,8566,In Production,F,3650,62,
"100003 Kit, Ult 310#",Obsolete,F,10016 Ult Back Incline Bench Rest,8566,,F,3650,11,
"100003 Kit, Ult 310#",Obsolete,F,10036 Ult Rear Leg,8566,In Production,F,3650,13,
"100003 Kit, Ult 310#",Obsolete,F,10073 Mult Adjustable Squat Strap,8566,In Production,F,3650,166,
"100003 Kit, Ult 310#",Obsolete,F,10074 Ult Locking Knob,8566,In Production,F,3650,113,50
"100003 Kit, Ult 310#",Obsolete,F,10075 Ult Lrge Threaded Knob 2-1 4x1,8566,In Production,F,3650,349,
"100003 Kit, Ult 310#",Obsolete,F,10145 Ult Left Pulley Slide Assembly,8566,In Production,F,3650,29,
"100003 Kit, Ult 310#",Obsolete,F,10146 Ult Right Pulley Slide Assy,8566,,F,3650,14,10
"100003 Kit, Ult 310#",Obsolete,F,90220 Mult - Rod Hook,8566,In Production,F,3650,122,
"100003 Kit, Ult 310#",Obsolete,F,90222 Mult - Seat Rail End Cap,8566,,F,3650,318,
"100003 Kit, Ult 310#",Obsolete,F,90640 Mult-T-Curl  Tricep Press Bar,8566,In Production,F,3650,,
"100003 Kit, Ult 310#",Obsolete,F,95000 Mult - T-Bar Strap,8566,,F,3650,75,
"100003 Kit, Ult 310#",Obsolete,F,"90185 Cap, 1 1/2 14GA. Black End",8566,,F,3650,80,
"100003 Kit, Ult 310#",Obsolete,F,10191 Mult - Black 1 4x5 SHC Screw,8566,,F,3650,35,
"100003 Kit, Ult 310#",Obsolete,F,11852 Cable  Rod Warranty Kit  Pr,8566,In Production,F,3650,1247,400
"100003 Kit, Ult 310#",Obsolete,F,17100 Handgrip  Adj (Pair),8566,In Production,F,3650,2064,800
"100003 Kit, Ult 310#",Obsolete,F,11804 Ult Incline Support Bracket,8566,In Production,F,3650,89,
"100003 Kit, Ult 310#",Obsolete,F,90177 Pulley  Generic,8566,In Production,F,3650,139,500
"100003 Kit, Ult 310#",Obsolete,F,17397 Ult Hardware Card,8566,In Production,F,3650,35,
"100003 Kit, Ult 310#",Obsolete,F,10046 Rod Pack Holder,8566,In Production,F,3650,58,200
"100003 Kit, Ult 310#",Obsolete,F,90228 Mult - #8x0.50 PHM Screw,8566,In Production,F,3650,4746,60
"100003 Kit, Ult 310#",Obsolete,F,95701 Rod  5# Tested W  S&C,8566,In Production,F,36500,1224,30
"100003 Kit, Ult 310#",Obsolete,F,80208 Power Rod End Cap  5#,8566,In Production,F,3650,46,
"100003 Kit, Ult 310#",Obsolete,F,95702 Rod 10# Tested w  S&C,8566,In Production,F,36500,910,1725
"100003 Kit, Ult 310#",Obsolete,F,80209 Power Rod End Cap 10#,8566,In Production,F,3650,76,
"100003 Kit, Ult 310#",Obsolete,F,95703 Rod  30# Tested w  S&C,8566,In Production,F,36500,1351,900
"100003 Kit, Ult 310#",Obsolete,F,80210 Power Rod End Cap 30#,8566,In Production,F,3650,410,
"100003 Kit, Ult 310#",Obsolete,F,95704 Rod  50#  Tested w  S&C,8566,In Production,F,36500,2824,1700
"100003 Kit, Ult 310#",Obsolete,F,80211 Power Rod End Cap 50#,8566,In Production,F,3650,1154,
"100003 Kit, Ult 310#",Obsolete,F,51350 Ult Squat Cable Assembly,8566,,F,3650,22,50
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,11752 DVD Manual Assy Ult W Poster,8567,,F,42,20,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10005 Ult Squat Platform,8567,In Production,F,3650,,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10006 Ult Cable Clip,8567,In Production,F,3650,15,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10083 Cap  End 1-3 4x 2,8567,In Production,F,3650,1074,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,90211 Mult - Transport Wheel Assy,8567,In Production,F,3650,386,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,11654 Ult Round Velcro Pad,8567,,F,3650,88,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10031 Ult Upper Lat Tower,8567,In Production,F,3650,5,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10032 Ult Hook Bracket,8567,,F,3650,,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,"10037 Ult 50"" Bent Lat Bar Assy",8567,In Production,F,3650,17,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10089 Mult Lat Cable Storage Grommet,8567,In Production,F,3650,10,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10198 Mult - 3 8 X 3-1 2 J-Bolt,8567,,F,3650,55,25
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,50334 SNAPHOOK LARGE MULTI USE,8567,In Production,F,3650,320,250
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,20205 Pro 1x14-20Ga Round End Cap,8567,,F,3650,35,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10389 Ult Lat Tower Pulley Tube,8567,In Production,F,3650,31,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10078 Ult Lat Hardware Card,8567,In Production,F,3650,86,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,51353 Ult Lat Cable Assembly,8567,,F,3650,168,25
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10014 Ult Seat Rail,8567,,F,3650,10,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10017 Ult Upholstered Seat,8567,In Production,F,3650,46,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10022 Ult Rail Spacer Tube,8567,,F,3650,,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,90160 Mult - Bench Cup w Screw,8567,,F,3650,7,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,80179 Mult - Seat Hinge,8567,,F,3650,118,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,90217 Belt  Leg Press,8567,,F,3650,66,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,"90650 BAR W FOAM GRIPS BLACK  48""",8567,In Production,F,3650,87,40
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,"11418 Cap  1"" Flat Round End",8567,In Production,F,3650,343,10
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,11809 Ult Bench Warranty Kit,8567,,F,3650,,6
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,12340 Ppro Seat Bracket Wrnty Assy,8567,,F,3650,336,600
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10165 Mult-Blk 1 4-20x1 PPHM Screw,8567,,F,3650,68,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,11824 Mult-Bench Hinge Brkt w Screws,8567,,F,3650,120,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,51360 Ult Pulley Kit (Pair),8567,In Production,F,3650,4,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10011 Ult Adjustable Pulley Assembly,8567,In Production,F,3650,62,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10016 Ult Back Incline Bench Rest,8567,,F,3650,11,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10036 Ult Rear Leg,8567,In Production,F,3650,13,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10073 Mult Adjustable Squat Strap,8567,In Production,F,3650,166,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10074 Ult Locking Knob,8567,In Production,F,3650,113,50
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10075 Ult Lrge Threaded Knob 2-1 4x1,8567,In Production,F,3650,349,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10145 Ult Left Pulley Slide Assembly,8567,In Production,F,3650,29,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10146 Ult Right Pulley Slide Assy,8567,,F,3650,14,10
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,90220 Mult - Rod Hook,8567,In Production,F,3650,122,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,90222 Mult - Seat Rail End Cap,8567,,F,3650,318,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,90640 Mult-T-Curl  Tricep Press Bar,8567,In Production,F,3650,,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,95000 Mult - T-Bar Strap,8567,,F,3650,75,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,"90185 Cap, 1 1/2 14GA. Black End",8567,,F,3650,80,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10191 Mult - Black 1 4x5 SHC Screw,8567,,F,3650,35,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,11852 Cable  Rod Warranty Kit  Pr,8567,In Production,F,3650,1247,400
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,17100 Handgrip  Adj (Pair),8567,In Production,F,3650,2064,800
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,11804 Ult Incline Support Bracket,8567,In Production,F,3650,89,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,90177 Pulley  Generic,8567,In Production,F,3650,139,500
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10053 Ult Leg Ext Seat,8567,,F,3650,,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10054 Ult Leg Ext Pivot Tube,8567,,F,3650,12,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,51492 Ult Leg Ext Cable,8567,,F,3650,43,40
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,51481 Ult Leg Ext Pulley Kit,8567,,F,3650,27,5
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10059 Ult Leg Ext Hardware Card,8567,In Production,F,3650,97,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,90161 Knob   Threaded 3 8x1.25,8567,,F,3650,1124,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,90189 Mult - Leg Ext Pivot Bushing,8567,In Production,F,3650,1137,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,"90218 Cap, 3/4 End",8567,In Production,F,3650,1724,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,"95206 Tube, 3/4"" Chrome Roller",8567,In Production,F,3650,88,75
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,"90150 Screw, 1/4-20x3/4 PPHM",8567,,F,3650,13,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10813 Mult 2x3 Foot w Screw,8567,In Production,F,3650,55,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,"50304 ROLLER FOAM  L=175MM 7""",8567,In Production,F,3650,294,300
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,51490 Ult Warranty Leg Ext Box,8567,,F,3650,,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,17397 Ult Hardware Card,8567,In Production,F,3650,35,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,10046 Rod Pack Holder,8567,In Production,F,3650,58,200
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,90228 Mult - #8x0.50 PHM Screw,8567,In Production,F,3650,4746,60
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,95701 Rod  5# Tested W  S&C,8567,In Production,F,36500,1224,30
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,80208 Power Rod End Cap  5#,8567,In Production,F,3650,46,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,95702 Rod 10# Tested w  S&C,8567,In Production,F,36500,910,1725
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,80209 Power Rod End Cap 10#,8567,In Production,F,3650,76,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,95703 Rod  30# Tested w  S&C,8567,In Production,F,36500,1351,900
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,80210 Power Rod End Cap 30#,8567,In Production,F,3650,410,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,95704 Rod  50#  Tested w  S&C,8567,In Production,F,36500,2824,1700
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,80211 Power Rod End Cap 50#,8567,In Production,F,3650,1154,
"100004 Kit, Ult XTLU w/Mat",Obsolete,F,51350 Ult Squat Cable Assembly,8567,,F,3650,22,50
"100005 Kit, Ult XTLU w/Book",Obsolete,F,11752 DVD Manual Assy Ult W Poster,8568,,F,42,20,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,10005 Ult Squat Platform,8568,In Production,F,3650,,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,10006 Ult Cable Clip,8568,In Production,F,3650,15,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,10083 Cap  End 1-3 4x 2,8568,In Production,F,3650,1074,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,90211 Mult - Transport Wheel Assy,8568,In Production,F,3650,386,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,11654 Ult Round Velcro Pad,8568,,F,3650,88,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,10031 Ult Upper Lat Tower,8568,In Production,F,3650,5,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,10032 Ult Hook Bracket,8568,,F,3650,,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,"10037 Ult 50"" Bent Lat Bar Assy",8568,In Production,F,3650,17,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,10089 Mult Lat Cable Storage Grommet,8568,In Production,F,3650,10,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,10198 Mult - 3 8 X 3-1 2 J-Bolt,8568,,F,3650,55,25
"100005 Kit, Ult XTLU w/Book",Obsolete,F,50334 SNAPHOOK LARGE MULTI USE,8568,In Production,F,3650,320,250
"100005 Kit, Ult XTLU w/Book",Obsolete,F,20205 Pro 1x14-20Ga Round End Cap,8568,,F,3650,35,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,10389 Ult Lat Tower Pulley Tube,8568,In Production,F,3650,31,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,10078 Ult Lat Hardware Card,8568,In Production,F,3650,86,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,51353 Ult Lat Cable Assembly,8568,,F,3650,168,25
"100005 Kit, Ult XTLU w/Book",Obsolete,F,10014 Ult Seat Rail,8568,,F,3650,10,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,10017 Ult Upholstered Seat,8568,In Production,F,3650,46,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,10022 Ult Rail Spacer Tube,8568,,F,3650,,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,90160 Mult - Bench Cup w Screw,8568,,F,3650,7,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,80179 Mult - Seat Hinge,8568,,F,3650,118,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,90217 Belt  Leg Press,8568,,F,3650,66,
"100005 Kit, Ult XTLU w/Book",Obsolete,F,"90650 BAR W FOAM GRIPS BLACK  48""",8568,In Production,F,3650,87,40
"100005 Kit, Ult XTLU w/Book",Obsolete,F,"11418 Cap  1"" Flat Round End",8568,In Production,F,3650,343,10
"100005 Kit, Ult XTLU w/Book",Obsolete,F,11809 Ult Bench Warranty Kit,8568,,F,3650,,6
"100005 Kit, Ult XTLU w/Book",Obsolete,F,12340 Ppro Seat Bracket Wrnty Assy,8568,,F,3650,336,600
