ID|Product Interest|Sub-Channel|Origin|Ad ID|Market Channel|URL Group|Promotion Code Offer|Promotion Code Offer Detail|Inquiry Date|Info Kit Date
CUS-11113536|Treadclimber|Call Center|Call Center Internal|CAM30083 DSCMN120MUGTC***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/6/2009|6/8/2015
CUS-7093118|Treadclimber|Call Center|Call Center Internal|CAM12838 0405FAMCRCLGREDM|Print||TRC67||3/4/2005|5/27/2015
CUS-12909487|Treadclimber|Call Center|Call Center Internal|CAM35602 SLEUN120STONF***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/22/2012|6/1/2015
CUS-3744616|Treadclimber|Call Center|Call Center Internal|CAM6604 HLTHNINFBASE****|Online||TRC67||12/14/2003|5/23/2015
CUS-12607455|Treadclimber|Call Center|Third Party Call Center - Triton|CAM35135 ION*N120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/11/2011|5/20/2015
CUS-12697474|Treadclimber|Call Center|Call Center Internal|CAM35602 SLEUN120STONF***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/26/2011|5/31/2015
CUS-11835506|Treadclimber|Call Center|Call Center Internal|CAM33750 THISN120TRLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/11/2010|5/26/2015
CUS-5591674|Treadclimber|Call Center|Call Center Internal|CAM8460 DTV*N60*OWEN2MAN|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/14/2003|6/3/2015
CUS-9476320|Treadclimber|Call Center|Call Center Internal|CAM16426 DSETDIR|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/12/2007|6/6/2015
CUS-5589940|Treadclimber|Call Center|Call Center Internal|CAM8449 DTV*N60*OWEN2WOM|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/13/2003|5/14/2015
CUS-5208746|Treadclimber|Call Center|Call Center Internal|CAM6215 DTV*N60*THINKADT|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/22/2003|6/24/2015
CUS-6015867|Treadclimber|Call Center|Call Center Internal|CAM9620 DTV*N60*OWEN2YAD|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/29/2004|5/8/2015
CUS-12522437|Treadclimber|Call Center|Call Center Internal|CAM34582 HMC*N60*LETTX***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/12/2011|5/27/2015
CUS-8061319|Treadclimber|Call Center|Call Center Internal|CAM18205 001CUSTSERVTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/2/2006|5/17/2015
CUS-7895031|Treadclimber|Call Center|Call Center Internal|CAM10239 LIFENINFSUMTP***|Online||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/15/2006|6/28/2015
CUS-13066354|Treadclimber|Call Center|Call Center Internal|CAM37175 HALMN60*FLOOPTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/12/2012|6/10/2015
CUS-2472463|Treadclimber|Call Center|Call Center Internal|CAM6042 THOMEPAGE|Electronic - Short Form|Homepage|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/19/2003|5/16/2015
CUS-13098638|Treadclimber|Call Center|Call Center Internal|CAM33117 dosg2tmobile|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/2/2012|5/17/2015
CUS-12785701|Treadclimber|Call Center|Third Party Call Center - West|CAM35140 SPKEN120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/30/2012|5/25/2015
CUS-11904711|Treadclimber|Call Center|Call Center Internal|CAM34373 FOXNN120TRLETI**|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/10/2010|6/15/2015
CUS-12411109|Treadclimber|Call Center|Call Center Internal|CAM34313 ION*N120TXLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/28/2011|5/9/2015
CUS-3886885|Treadclimber|Call Center|Call Center Internal|CAM21510 P0107HLLMARKBLON|Print||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/19/2007|6/5/2015
CUS-11787640|Treadclimber|Call Center|Call Center Internal|CAM33751 RELZN120TRLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/17/2010|6/18/2015
CUS-11706183|Treadclimber|Call Center|Call Center Internal|CAM33104 HALLN120SUMSS***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/25/2010|6/25/2015
CUS-5238105|Treadclimber|Call Center|Call Center Internal|CAM34304 BET*N120TXLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/6/2010|5/16/2015
CUS-5108538|Treadclimber|Call Center|Call Center Internal|CAM35600 HALMN120STONF***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/7/2012|5/24/2015
CUS-5118520|Treadclimber|Call Center|Call Center Internal|CAM35600 HALMN120STONF***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/23/2011|6/15/2015
CUS-12402049|Treadclimber|Call Center|Call Center Internal|CAM35131 GMC*N120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/22/2011|6/14/2015
CUS-12325025|Treadclimber|Call Center|Call Center Internal|CAM34689 BET*N120TXLETPRA|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/1/2011|6/1/2015
CUS-8562093|Treadclimber|Call Center|Call Center Internal|CAM34484 SAWMOBILETC|Electronic - Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/28/2011|5/3/2015
CUS-12724938|Treadclimber|Call Center|Call Center Internal|CAM18205 001CUSTSERVTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/4/2012|5/13/2015
CUS-6953560|Bowflex Home Gyms|Call Center|Call Center Internal|CAM12767 DISHN60*OWN41MAN|Short Form||BFX6WEEK|Bowflex - 6 Week Satisfaction Guarantee|1/19/2005|6/7/2015
CUS-11422121|Treadclimber|Call Center|Call Center Internal|CAM18205 001CUSTSERVTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/3/2010|5/26/2015
CUS-11791293|Treadclimber|Call Center|Call Center Internal|CAM33754 ION*N120TRLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/19/2010|5/30/2015
CUS-12474428|Treadclimber|Call Center|Call Center Internal|CAM35126 CMT*N120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/8/2011|5/13/2015
CUS-12439476|Treadclimber|Call Center|Call Center Internal|CAM27955 doasztnfls|Online Shopping|Shopzilla|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/18/2011|6/13/2015
CUS-6033713|Treadclimber|Call Center|Call Center Internal|CAM10912 SCFIL60*LIFE****|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/6/2004|5/28/2015
CUS-6953560|Treadclimber|Call Center|Call Center Internal|CAM6176 CUSTSERV|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/18/2005|6/7/2015
CUS-5448190|Treadclimber|Call Center|Call Center Internal|CAM18205 001CUSTSERVTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/7/2012|5/13/2015
CUS-12135082|Treadclimber|Call Center|Call Center Internal|CAM34312 HALLN120TXLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/21/2011|5/4/2015
CUS-11710939|Treadclimber|Call Center|Call Center Internal|CAM32881 CENTN120MUL20***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/29/2010|6/4/2015
CUS-5201320|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM38472 ARTSN60*FLPHVTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/1/2013|5/11/2015
CUS-12560553|Treadclimber|Call Center|Third Party Call Center - Triton|CAM35140 SPKEN120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/11/2011|6/11/2015
CUS-12993968|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM36866 INSPN120LETTXTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/26/2012|5/19/2015
CUS-12942962|Treadclimber|Call Center|Call Center Internal|CAM36570 DISAN60*LETTXTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/17/2012|6/23/2015
CUS-12387355|Treadclimber|Call Center|Call Center Internal|CAM35139 SLEUN120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/11/2011|6/23/2015
CUS-5802703|Treadclimber|Call Center|Call Center Internal|CAM10438 0104HEALTH2GINAV|Print||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/10/2003|5/1/2015
CUS-6439508|Treadclimber|Call Center|Call Center Internal|CAM11704 DTV*N60*EASY*IM*|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/9/2004|6/8/2015
CUS-11944801|Treadclimber|Call Center|Call Center Internal|CAM34100 PCTCPC0138|Direct Mail - Conversion Stream||TFAX3A|TC20/TC10/TC5 - $100 off and Free Yoga & Pilates (OM 1009)|10/28/2010|5/1/2015
CUS-12792113|Treadclimber|Call Center|Third Party Call Center - Triton|CAM36178 FOXNN120SHERITIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/3/2012|5/11/2015
CUS-2157436|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/29/2012|6/13/2015
CUS-12745117|Treadclimber|Call Center|Call Center Internal|CAM35140 SPKEN120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/13/2012|5/31/2015
CUS-7184511|Treadclimber|Call Center|Call Center Internal|CAM13127 0505FITNESSGREDM|Print||TRC67||3/29/2005|5/15/2015
CUS-13231222|Treadclimber|Call Center|Call Center Internal|CAM36771 OWN*N180TSTORTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/28/2012|5/1/2015
CUS-8527212|Treadclimber|Call Center|Call Center Internal|CAM18698 CN8*N120NTSTP***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/26/2006|5/29/2015
CUS-7863643|Treadclimber|Call Center|Call Center Internal|CAM10133 PAXNNINFSUMTP***|Online||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/6/2006|5/19/2015
CUS-12226088|Treadclimber|Call Center|Call Center Internal|CAM34346 INSPN120TXLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/4/2011|5/12/2015
CUS-11784836|Treadclimber|Call Center|Call Center Internal|CAM33941 DTV*N60*LETTRWOM|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/16/2010|5/25/2015
CUS-7920620|Bowflex Catalog|Call Center|Call Center Internal|CAM27557 Bowflex Catalog|Catalog||BFC|Catalog - Default Offer (Satisfaction Guarantee)|1/12/2011|6/11/2015
CUS-6991405|Treadclimber|Call Center|Call Center Internal|CAM26128 TRCOVERNIGHT|Un-Sourced||TRC65||11/12/2011|6/18/2015
CUS-11544994|Treadclimber|Call Center|Call Center Internal|CAM34963 MSC14|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/4/2011|6/10/2015
CUS-11454571|Treadclimber|Call Center|Third Party Call Center - Triton|CAM36771 OWN*N180TSTORTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/24/2012|5/8/2015
CUS-12301230|Treadclimber|Call Center|Call Center Internal|CAM34322 SLEUN120TXLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/17/2011|6/14/2015
CUS-11935222|Treadclimber|Call Center|Call Center Internal|CAM33754 ION*N120TRLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/24/2010|5/5/2015
CUS-12975257|Treadclimber|Call Center|Call Center Internal|CAM36598 ION*N120LETTXTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/10/2012|5/31/2015
CUS-1498119|Treadclimber|Call Center|Call Center Internal|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/29/2008|5/9/2015
CUS-12966573|Treadclimber|Call Center|Call Center Internal|CAM36570 DISAN60*LETTXTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/4/2012|5/17/2015
CUS-8450896|Treadclimber|Call Center|Call Center Internal|CAM22554 PAX*N120NTSTP***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/29/2006|6/30/2015
CUS-9522118|Treadclimber|Call Center|Call Center Internal|CAM19067 BETJN120NTSTP***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/27/2007|5/5/2015
CUS-393085|Treadclimber|Call Center|Call Center Internal|CAM29249 OXGNN120NTSNP***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/21/2005|6/15/2015
CUS-12387044|Treadclimber|Call Center|Call Center Internal|CAM35362 LMN*S60*STWMN***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/11/2011|6/16/2015
CUS-12375677|Treadclimber|Call Center|Call Center Internal|CAM35139 SLEUN120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/3/2011|5/7/2015
CUS-12865380|Treadclimber|Call Center|Third Party Call Center - Triton|CAM36598 ION*N120LETTXTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/19/2012|5/9/2015
CUS-8378774|Treadclimber|Call Center|Call Center Internal|CAM19300 0806FAMCIRBLON|Print||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/14/2006|5/19/2015
CUS-5663699|Treadclimber|Call Center|Call Center Internal|CAM8725 JMTHS60*THNK2***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/16/2003|5/30/2015
CUS-13049836|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM37230 TNT*N120FLOOPTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/1/2012|5/7/2015
CUS-9697632|Treadclimber|Call Center|Call Center Internal|CAM22553 OXGNN120NTSTP***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/30/2007|5/7/2015
CUS-12940443|Treadclimber|Call Center|Call Center Internal|CAM36866 INSPN120LETTXTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/15/2012|6/7/2015
CUS-1418824|Treadclimber|Call Center|Call Center Internal|CAM35711 CHEWN60*TXLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/21/2011|5/30/2015
CUS-12871309|Treadclimber|Call Center|Call Center Internal|CAM35600 HALMN120STONF***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/24/2012|5/17/2015
CUS-619936|Treadclimber|Call Center|Call Center Internal|CAM34320 PUREN120TXLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/18/2011|5/27/2015
CUS-12595268|Treadclimber|Call Center|Call Center Internal|CAM35600 HALMN120STONF***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/2/2011|6/2/2015
CUS-12270378|Treadclimber|Call Center|Call Center Internal|CAM34346 INSPN120TXLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/30/2011|6/28/2015
CUS-3731739|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/24/2012|6/9/2015
CUS-10397450|Treadclimber|Call Center|Call Center Internal|CAM26128 TRCOVERNIGHT|Un-Sourced||TRC65||8/8/2008|5/24/2015
CUS-12155619|Treadclimber|Call Center|Call Center Internal|CAM34820 SLEUN120LTINS***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/29/2011|6/19/2015
CUS-7395645|Treadclimber|Call Center|Call Center Internal|CAM13349 TACCN60*EZBO2***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/23/2005|5/12/2015
CUS-5646308|Treadclimber|Call Center|Call Center Internal|CAM6417 NESNLINFSUMIT***|Online||TRC65||10/9/2003|5/15/2015
CUS-7493136|Treadclimber|Call Center|Call Center Internal|CAM14353 LIFEL60*EZBFS***|Short Form||TRC332||8/2/2005|5/25/2015
CUS-10619446|Treadclimber|Call Center|Call Center Internal|CAM29419 ARTSN120HOLMT***|Short Form||TRC970||11/28/2008|6/29/2015
CUS-11953373|Treadclimber|Call Center|Call Center Internal|CAM33733 BET*N120TRLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/2/2010|5/23/2015
CUS-7254161|Treadclimber|Call Center|Call Center Internal|CAM8948 FSBALINFIDSMB***|Online||TRC65||4/23/2005|6/13/2015
CUS-11937162|Treadclimber|Call Center|Call Center Internal|CAM34307 CRNTN120TXLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/24/2010|5/22/2015
CUS-42407|Treadclimber|Call Center|Call Center Internal|CAM24411 TVGDN120BUTK3***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/16/2007|5/14/2015
CUS-5225025|Treadclimber|Call Center|Call Center Internal|CAM5455 HLTHNINFTBEST***|Online||TRC65||4/26/2003|5/18/2015
CUS-12040332|Treadclimber|Call Center|Call Center Internal|CAM34818 LMN*N60*LETTX***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/14/2010|6/1/2015
CUS-5921813|Treadclimber|Call Center|Call Center Internal|CAM35135 ION*N120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/14/2011|6/9/2015
CUS-12760220|Treadclimber|Call Center|Call Center Internal|CAM35602 SLEUN120STONF***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/19/2012|6/20/2015
CUS-1688045|Treadclimber|Call Center|Call Center Internal|CAM22553 OXGNN120NTSTP***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/1/2007|6/2/2015
CUS-9174693|Treadclimber|Call Center|Call Center Internal|CAM31910 ION*N120HOYFS***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/21/2010|5/4/2015
CUS-3924467|Treadclimber|Call Center|Call Center Internal|CAM24238 DISCN120NTSTP***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/3/2007|5/7/2015
CUS-12332654|Treadclimber|Call Center|Call Center Internal|CAM35142 CORTN120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/7/2011|6/9/2015
CUS-9730149|Treadclimber|Call Center|Call Center Internal|CAM33522 P1207FITNSSBLON|Print||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/12/2007|5/11/2015
CUS-12994086|Treadclimber|Call Center|Third Party Call Center - West|CAM36771 OWN*N180TSTORTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/26/2012|5/5/2015
CUS-12022896|Treadclimber|Call Center|Call Center Internal|CAM34313 ION*N120TXLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/4/2010|5/27/2015
CUS-11258504|Treadclimber|Call Center|Call Center Internal|CAM30092 HISTN120MUGTC***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/3/2009|5/27/2015
CUS-549610|Treadclimber|Call Center|Call Center Internal|CAM32389 PCTCPC0127|Direct Mail - Promotion||TRC1124||2/28/2010|5/5/2015
CUS-12479322|Treadclimber|Call Center|Call Center Internal|CAM35464 IFC*N120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/11/2011|5/5/2015
CUS-1592748|Treadclimber|Call Center|Call Center Internal|CAM10135 PAXCNINFSUMTP***|Online||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/26/2006|5/22/2015
CUS-1473366|Treadclimber|Call Center|Call Center Internal|CAM33754 ION*N120TRLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/30/2010|5/1/2015
CUS-608333|Treadclimber|Call Center|Call Center Internal|CAM12478 DISHN60*EZBO*IET|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/13/2005|5/26/2015
CUS-12553778|Treadclimber|Call Center|Call Center Internal|CAM35133 INSPN120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/6/2011|6/23/2015
CUS-9592387|Treadclimber|Call Center|Call Center Internal|CAM22554 PAX*N120NTSTP***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/21/2007|5/22/2015
CUS-5997499|Treadclimber|Call Center|Call Center Internal|CAM11288 DISCN5MNSTPUP***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/13/2004|5/15/2015
CUS-6773006|Treadclimber|Call Center|Call Center Internal|CAM12481 DISHN60*CRDBOIM*|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/25/2004|6/18/2015
CUS-8500818|Bowflex Catalog|Call Center|Call Center Internal|CAM28888 degcfootlinkbg|Electronic - UnSourced|Unsourced|TIERED|Tiered - $25 off $200 order, $50 off $350 order, $100 off $500 order (OM 949)|5/15/2010|5/1/2015
CUS-10992013|Treadclimber|Call Center|Call Center Internal|CAM30105 PAXNN120MUGTC***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/19/2009|6/14/2015
CUS-10668651|Treadclimber|Call Center|Call Center Internal|CAM29395 PAX*N120HOLMT***|Short Form||TRC970||12/16/2008|5/21/2015
CUS-7301377|Treadclimber|Call Center|Call Center Internal|CAM18205 001CUSTSERVTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/27/2012|6/25/2015
CUS-11902211|Treadclimber|Call Center|Call Center Internal|CAM34313 ION*N120TXLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/8/2010|5/31/2015
CUS-12325106|Treadclimber|Call Center|Call Center Internal|CAM35139 SLEUN120TSTOR***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/1/2011|5/31/2015
CUS-11045411|Treadclimber|Call Center|Call Center Internal|CAM30627 FUSNN60*MOBTC***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/24/2009|5/6/2015
CUS-2126452|Treadclimber|Call Center|Call Center Internal|CAM34298 TNT*N60*LETTX***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/14/2011|5/13/2015
CUS-11796634|Treadclimber|Call Center|Call Center Internal|CAM33733 BET*N120TRLET***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/22/2010|5/26/2015
CUS-13281915|Treadclimber|Call Center|Call Center Internal|CAM38062 IDISN60*FLOOPTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/24/2012|5/17/2015
CUS-13251080|Treadclimber|Call Center|Call Center Internal|CAM37414 TVLDN60*FLOOPTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/8/2012|5/5/2015
CUS-1940994|Treadclimber|Call Center|Call Center Internal|CAM35011 P0511FITNS5500|Print||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/14/2011|5/1/2015
